,Player,Team,Month,No.,PlaySet,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Spectators,WinPoint,OpWinPoint,1setPoint,Op1setPoint,2setPoint,Op2setPoint,3setPoint,Op3setPoint,4setPoint,Op4setPoint,5setPoint,Op5setPoint,TotalPoint,OpTotalPoint,1setTime,2setTime,3setTime,4setTime,5setTime,GetSet,LostSet,TotalSet,Set,Point,AEff%,BAEff%
10,マキネンペェトゥ,ヴォレアス北海道,11,48,22,129.0,74.0,7.0,57.4,3.36,26.0,14.0,1.0,53.8,11.0,0.5,90.0,2.0,12.0,39.0,9.7,89.0,38.0,14.0,50.6,3088,3577.0,15.0,3.0,145.0,132.0,157.0,125.0,145.0,131.0,50.0,36.0,28.0,27.0,525.0,451.0,140,151,147,46.0,34.0,17,5,19.0,3.0,87.0,51.9,50.0
11,マキネンペェトゥ,ヴォレアス北海道,12,16,9,79.0,38.0,5.0,48.1,4.22,16.0,11.0,0.0,68.8,4.0,0.44,32.0,3.0,8.0,9.0,10.2,47.0,23.0,11.0,60.6,1068,920.0,5.0,1.0,47.0,42.0,46.0,44.0,50.0,41.0,45.0,39.0,15.0,10.0,203.0,176.0,45,46,49,45.0,14.0,6,3,4.0,5.0,45.0,41.8,68.8
12,三好佳介,ヴィアティン三重,1,272,30,102.0,46.0,5.0,45.1,1.53,1.0,0.0,1.0,0.0,13.0,0.43,116.0,8.0,32.0,27.0,5.8,2.0,0.0,1.0,25.0,4426,3782.0,19.0,5.0,192.0,166.0,186.0,182.0,203.0,181.0,144.0,117.0,41.0,43.0,766.0,689.0,175,200,201,140.0,45.0,22,11,28.0,5.0,67.0,40.2,-100.0
13,三好佳介,ヴィアティン三重,2,102,14,53.0,27.0,1.0,50.9,1.93,1.0,0.0,0.0,0.0,10.0,0.71,54.0,2.0,14.0,11.0,2.3,2.0,1.0,0.0,50.0,1743,1353.0,3.0,6.0,65.0,77.0,73.0,70.0,67.0,62.0,67.0,76.0,35.0,35.0,307.0,320.0,72,76,66,73.0,40.0,6,8,0.0,14.0,39.0,49.1,0.0
14,三好佳介,ヴィアティン三重,11,136,14,53.0,34.0,1.0,64.2,2.43,1.0,1.0,0.0,100.0,12.0,0.86,53.0,0.0,16.0,9.0,-3.3,4.0,1.0,2.0,50.0,2055,1615.0,6.0,6.0,98.0,98.0,92.0,95.0,94.0,93.0,47.0,50.0,0.0,0.0,331.0,336.0,94,96,98,49.0,0.0,7,7,11.0,3.0,46.0,62.3,100.0
15,三好佳介,ヴィアティン三重,12,68,9,44.0,25.0,1.0,56.8,2.78,1.0,1.0,0.0,100.0,4.0,0.44,43.0,5.0,11.0,9.0,10.5,2.0,1.0,1.0,75.0,1073,1955.0,4.0,2.0,52.0,56.0,51.0,43.0,44.0,46.0,50.0,43.0,14.0,16.0,211.0,204.0,54,49,50,46.0,16.0,5,4,9.0,0.0,34.0,54.5,100.0
16,三木裕人,きんでんトリニティーブリッツ,1,90,9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,3.0,0.0,-5.8,0.0,0.0,0.0,,2787,1999.0,6.0,9.0,121.0,125.0,109.0,115.0,105.0,118.0,94.0,95.0,26.0,27.0,455.0,480.0,122,109,113,94.0,31.0,9,12,9.0,12.0,0.0,,
17,三木裕人,きんでんトリニティーブリッツ,2,108,16,1.0,1.0,0.0,100.0,0.06,1.0,1.0,0.0,100.0,0.0,0.0,22.0,1.0,0.0,2.0,6.8,5.0,2.0,2.0,60.0,3479,2191.0,5.0,13.0,143.0,133.0,141.0,151.0,117.0,150.0,112.0,117.0,47.0,47.0,560.0,598.0,130,152,135,117.0,58.0,10,16,10.0,16.0,2.0,100.0,100.0
18,三木裕人,きんでんトリニティーブリッツ,11,126,19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,22.0,0.0,2.0,2.0,0.0,21.0,10.0,4.0,57.1,3608,2813.0,11.0,10.0,162.0,167.0,146.0,170.0,165.0,163.0,75.0,62.0,15.0,12.0,563.0,574.0,162,157,176,70.0,13.0,12,13,3.0,22.0,0.0,0.0,
19,三木裕人,きんでんトリニティーブリッツ,12,36,5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1065,315.0,0.0,6.0,33.0,50.0,48.0,47.0,43.0,43.0,44.0,50.0,0.0,0.0,168.0,190.0,41,46,50,52.0,0.0,2,6,0.0,8.0,0.0,-100.0,-100.0
20,三浦一真,埼玉アザレア,11,36,2,4.0,1.0,0.0,25.0,0.5,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,1.0,6.2,0.0,0.0,0.0,,1007,695.0,1.0,5.0,40.0,50.0,47.0,48.0,45.0,50.0,25.0,22.0,12.0,15.0,169.0,185.0,51,54,54,25.0,18.0,2,6,8.0,0.0,1.0,25.0,
21,三浦拓,サフィルヴァ北海道,1,20,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,1.0,0.0,-8.3,0.0,0.0,0.0,,1098,605.0,5.0,1.0,47.0,42.0,50.0,40.0,48.0,48.0,25.0,23.0,15.0,12.0,185.0,165.0,42,45,53,24.0,13.0,6,2,3.0,5.0,0.0,0.0,
22,三浦拓,サフィルヴァ北海道,2,10,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,573,210.0,3.0,0.0,25.0,19.0,18.0,25.0,25.0,16.0,25.0,18.0,0.0,0.0,93.0,78.0,21,23,21,22.0,0.0,3,1,4.0,0.0,0.0,,
23,三浦拓,サフィルヴァ北海道,11,50,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2575,2843.0,10.0,5.0,120.0,120.0,131.0,122.0,122.0,102.0,65.0,64.0,12.0,15.0,450.0,423.0,116,132,121,65.0,18.0,11,8,11.0,8.0,0.0,,
24,三渡たくみ,大同特殊鋼レッドスター,1,30,10,28.0,13.0,3.0,46.4,1.3,0.0,0.0,0.0,,3.0,0.3,31.0,0.0,5.0,10.0,4.0,1.0,0.0,1.0,50.0,2770,1815.0,3.0,12.0,101.0,114.0,98.0,123.0,109.0,121.0,0.0,0.0,0.0,0.0,308.0,358.0,103,109,123,0.0,0.0,3,12,0.0,15.0,16.0,35.7,
25,三渡たくみ,大同特殊鋼レッドスター,2,36,22,58.0,27.0,6.0,46.6,1.23,0.0,0.0,0.0,,11.0,0.5,94.0,4.0,11.0,30.0,9.3,2.0,1.0,1.0,75.0,3481,2423.0,6.0,12.0,131.0,143.0,137.0,141.0,133.0,142.0,93.0,90.0,0.0,0.0,494.0,516.0,131,141,139,94.0,0.0,8,14,15.0,7.0,42.0,36.2,
26,三渡たくみ,大同特殊鋼レッドスター,11,30,17,35.0,18.0,3.0,51.4,1.06,0.0,0.0,0.0,,7.0,0.41,49.0,0.0,2.0,12.0,5.1,3.0,0.0,1.0,16.7,2586,1923.0,1.0,14.0,102.0,123.0,100.0,121.0,98.0,117.0,41.0,50.0,12.0,15.0,353.0,426.0,113,116,111,50.0,13.0,3,15,15.0,3.0,25.0,42.9,
27,三渡たくみ,大同特殊鋼レッドスター,12,12,8,26.0,15.0,2.0,57.7,1.88,0.0,0.0,0.0,,3.0,0.38,35.0,3.0,2.0,7.0,12.1,0.0,0.0,0.0,,1072,1496.0,3.0,3.0,54.0,50.0,44.0,45.0,44.0,50.0,46.0,39.0,0.0,0.0,188.0,184.0,54,46,47,41.0,0.0,4,4,4.0,4.0,21.0,50.0,
28,中前宙,兵庫デルフィーノ,1,126,26,164.0,59.0,16.0,36.0,2.27,15.0,10.0,0.0,66.7,8.0,0.31,97.0,4.0,26.0,25.0,3.9,145.0,63.0,38.0,56.6,3892,2263.0,1.0,20.0,137.0,180.0,157.0,172.0,159.0,161.0,64.0,100.0,12.0,15.0,529.0,628.0,159,172,173,85.0,17.0,5,21,8.0,18.0,71.0,26.2,66.7
29,中前宙,兵庫デルフィーノ,2,72,14,94.0,29.0,10.0,30.9,2.07,8.0,3.0,5.0,37.5,6.0,0.43,47.0,3.0,12.0,13.0,6.9,95.0,31.0,37.0,52.1,2325,1006.0,0.0,12.0,76.0,100.0,84.0,93.0,91.0,98.0,63.0,76.0,0.0,0.0,314.0,367.0,84,95,97,72.0,0.0,3,12,0.0,15.0,38.0,20.2,-25.0
30,中前宙,兵庫デルフィーノ,11,36,7,72.0,29.0,13.0,40.3,4.14,26.0,7.0,7.0,26.9,0.0,0.0,24.0,2.0,4.0,4.0,8.3,0.0,0.0,0.0,,1051,400.0,0.0,6.0,46.0,51.0,46.0,46.0,38.0,50.0,17.0,25.0,0.0,0.0,147.0,172.0,46,48,46,22.0,0.0,1,6,7.0,0.0,31.0,22.2,0.0
31,中前宙,兵庫デルフィーノ,12,36,7,54.0,20.0,9.0,37.0,2.86,22.0,5.0,6.0,22.7,0.0,0.0,21.0,1.0,4.0,4.0,4.8,0.0,0.0,0.0,,1071,760.0,0.0,6.0,42.0,50.0,35.0,50.0,46.0,48.0,14.0,25.0,0.0,0.0,137.0,173.0,47,41,48,19.0,0.0,1,6,0.0,7.0,21.0,20.4,-4.5
32,中山翔理,ヴィアティン三重,1,176,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1097,896.0,2.0,4.0,50.0,39.0,45.0,50.0,50.0,42.0,44.0,50.0,26.0,31.0,215.0,212.0,45,52,50,49.0,32.0,4,6,5.0,5.0,0.0,,
33,中山翔理,ヴィアティン三重,2,264,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,-25.0,0.0,0.0,0.0,,1743,1353.0,3.0,6.0,65.0,77.0,73.0,70.0,67.0,62.0,67.0,76.0,35.0,35.0,307.0,320.0,72,76,66,73.0,40.0,6,8,0.0,14.0,0.0,,
34,中山翔理,ヴィアティン三重,11,352,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2055,1615.0,6.0,6.0,98.0,98.0,92.0,95.0,94.0,93.0,47.0,50.0,0.0,0.0,331.0,336.0,94,96,98,49.0,0.0,7,7,11.0,3.0,0.0,,
35,中山翔理,ヴィアティン三重,12,176,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,,1073,1955.0,4.0,2.0,52.0,56.0,51.0,43.0,44.0,46.0,50.0,43.0,14.0,16.0,211.0,204.0,54,49,50,46.0,16.0,5,4,9.0,0.0,0.0,,
36,中村有登,ヴィアティン三重,1,16,11,3.0,1.0,0.0,33.3,0.09,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,2.0,-6.2,1.0,0.0,1.0,50.0,4426,3782.0,19.0,5.0,192.0,166.0,186.0,182.0,203.0,181.0,144.0,117.0,41.0,43.0,766.0,689.0,175,200,201,140.0,45.0,22,11,28.0,5.0,1.0,33.3,0.0
37,中村有登,ヴィアティン三重,2,6,10,37.0,12.0,1.0,32.4,1.2,2.0,1.0,0.0,50.0,0.0,0.0,37.0,1.0,3.0,7.0,5.4,10.0,6.0,2.0,70.0,1743,1353.0,3.0,6.0,65.0,77.0,73.0,70.0,67.0,62.0,67.0,76.0,35.0,35.0,307.0,320.0,72,76,66,73.0,40.0,6,8,0.0,14.0,13.0,29.7,50.0
38,中村有登,ヴィアティン三重,11,4,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,1.0,0.0,-8.3,0.0,0.0,0.0,,1009,357.0,3.0,3.0,52.0,52.0,50.0,45.0,48.0,48.0,20.0,25.0,0.0,0.0,170.0,170.0,48,48,51,23.0,0.0,4,3,7.0,0.0,0.0,,
39,中林一真,サフィルヴァ北海道,1,32,3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,2.0,0.0,-16.7,0.0,0.0,0.0,,1098,605.0,5.0,1.0,47.0,42.0,50.0,40.0,48.0,48.0,25.0,23.0,15.0,12.0,185.0,165.0,42,45,53,24.0,13.0,6,2,3.0,5.0,0.0,,
40,中林一真,サフィルヴァ北海道,2,16,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,-25.0,0.0,0.0,0.0,,573,210.0,3.0,0.0,25.0,19.0,18.0,25.0,25.0,16.0,25.0,18.0,0.0,0.0,93.0,78.0,21,23,21,22.0,0.0,3,1,4.0,0.0,0.0,,
41,中林一真,サフィルヴァ北海道,11,16,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,0.0,-25.0,0.0,0.0,0.0,,513,778.0,3.0,0.0,25.0,21.0,25.0,13.0,25.0,13.0,0.0,0.0,0.0,0.0,75.0,47.0,22,18,20,0.0,0.0,3,0,3.0,0.0,0.0,,
42,中西武琉,きんでんトリニティーブリッツ,1,130,21,142.0,68.0,9.0,47.9,3.24,37.0,20.0,1.0,54.1,6.0,0.29,98.0,9.0,21.0,17.0,8.2,165.0,76.0,51.0,61.5,2787,1999.0,6.0,9.0,121.0,125.0,109.0,115.0,105.0,118.0,94.0,95.0,26.0,27.0,455.0,480.0,122,109,113,94.0,31.0,9,12,9.0,12.0,83.0,41.5,51.4
43,中西武琉,きんでんトリニティーブリッツ,2,156,26,182.0,92.0,12.0,50.5,3.54,63.0,38.0,3.0,60.3,0.0,0.0,103.0,3.0,26.0,35.0,5.1,194.0,82.0,53.0,55.9,3479,2191.0,5.0,13.0,143.0,133.0,141.0,151.0,117.0,150.0,112.0,117.0,47.0,47.0,560.0,598.0,130,152,135,117.0,58.0,10,16,10.0,16.0,95.0,44.0,55.6
44,中野将太,兵庫デルフィーノ,1,35,26,14.0,5.0,1.0,35.7,0.19,2.0,1.0,0.0,50.0,1.0,0.04,90.0,3.0,11.0,26.0,7.5,1.0,0.0,0.0,0.0,3892,2263.0,1.0,20.0,137.0,180.0,157.0,172.0,159.0,161.0,64.0,100.0,12.0,15.0,529.0,628.0,159,172,173,85.0,17.0,5,21,8.0,18.0,9.0,28.6,50.0
45,中野将太,兵庫デルフィーノ,2,20,15,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,8.0,17.0,6.3,2.0,0.0,0.0,0.0,2325,1006.0,0.0,12.0,76.0,100.0,84.0,93.0,91.0,98.0,63.0,76.0,0.0,0.0,314.0,367.0,84,95,97,72.0,0.0,3,12,0.0,15.0,2.0,0.0,0.0
46,中野将太,兵庫デルフィーノ,11,35,17,6.0,1.0,1.0,16.7,0.06,0.0,0.0,0.0,,0.0,0.0,44.0,2.0,5.0,6.0,5.1,0.0,0.0,0.0,,3603,3159.0,0.0,21.0,151.0,173.0,138.0,169.0,123.0,175.0,60.0,75.0,0.0,0.0,472.0,592.0,160,159,157,69.0,0.0,3,21,14.0,10.0,3.0,0.0,
47,中野将太,兵庫デルフィーノ,12,10,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,26.0,1.0,1.0,6.0,8.7,0.0,0.0,0.0,,1071,760.0,0.0,6.0,42.0,50.0,35.0,50.0,46.0,48.0,14.0,25.0,0.0,0.0,137.0,173.0,47,41,48,19.0,0.0,1,6,0.0,7.0,1.0,0.0,
48,丸尾翔太,きんでんトリニティーブリッツ,1,135,19,54.0,24.0,2.0,44.4,1.26,0.0,0.0,0.0,,9.0,0.47,50.0,0.0,4.0,9.0,2.5,1.0,0.0,1.0,50.0,2787,1999.0,6.0,9.0,121.0,125.0,109.0,115.0,105.0,118.0,94.0,95.0,26.0,27.0,455.0,480.0,122,109,113,94.0,31.0,9,12,9.0,12.0,33.0,40.7,
49,丸尾翔太,きんでんトリニティーブリッツ,2,54,6,9.0,2.0,0.0,22.2,0.33,0.0,0.0,0.0,,1.0,0.17,15.0,0.0,2.0,1.0,-1.7,1.0,0.0,0.0,0.0,1149,480.0,3.0,3.0,45.0,42.0,47.0,50.0,41.0,50.0,51.0,42.0,31.0,33.0,215.0,217.0,42,47,46,49.0,38.0,5,5,10.0,0.0,3.0,22.2,
50,久保下航平,アイシンティルマーレ,1,42,25,7.0,3.0,0.0,42.9,0.12,0.0,0.0,0.0,,3.0,0.12,90.0,6.0,29.0,16.0,3.1,3.0,0.0,0.0,0.0,3336,3160.0,6.0,12.0,146.0,142.0,136.0,138.0,134.0,144.0,97.0,121.0,28.0,29.0,541.0,574.0,146,142,154,115.0,32.0,11,14,8.0,17.0,12.0,42.9,
51,久保下航平,アイシンティルマーレ,2,21,13,1.0,1.0,0.0,100.0,0.08,0.0,0.0,0.0,,2.0,0.15,53.0,1.0,11.0,16.0,4.2,2.0,0.0,0.0,0.0,1753,787.0,7.0,2.0,75.0,56.0,65.0,75.0,71.0,66.0,43.0,46.0,30.0,24.0,284.0,267.0,63,69,70,48.0,32.0,9,4,0.0,13.0,4.0,100.0,
52,久保下航平,アイシンティルマーレ,11,35,16,5.0,1.0,0.0,20.0,0.06,0.0,0.0,0.0,,4.0,0.25,66.0,1.0,19.0,21.0,2.3,1.0,0.0,0.0,0.0,2585,1371.0,12.0,3.0,126.0,99.0,116.0,104.0,116.0,98.0,21.0,25.0,0.0,0.0,379.0,326.0,113,111,117,22.0,0.0,13,3,0.0,16.0,6.0,20.0,
53,久保下航平,アイシンティルマーレ,12,14,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.1,43.0,3.0,8.0,11.0,8.7,0.0,0.0,0.0,,1067,1170.0,3.0,3.0,50.0,44.0,39.0,50.0,44.0,48.0,45.0,45.0,27.0,30.0,205.0,217.0,48,47,50,45.0,32.0,5,5,10.0,0.0,4.0,0.0,
54,二五田大輔,大同特殊鋼レッドスター,1,50,10,78.0,30.0,9.0,38.5,3.0,14.0,5.0,3.0,35.7,6.0,0.6,37.0,0.0,0.0,9.0,6.1,47.0,20.0,10.0,53.2,2770,1815.0,3.0,12.0,101.0,114.0,98.0,123.0,109.0,121.0,0.0,0.0,0.0,0.0,308.0,358.0,103,109,123,0.0,0.0,3,12,0.0,15.0,36.0,26.9,14.3
55,二五田大輔,大同特殊鋼レッドスター,2,60,21,167.0,79.0,17.0,47.3,3.76,42.0,21.0,5.0,50.0,6.0,0.29,85.0,0.0,3.0,21.0,5.3,54.0,25.0,16.0,61.1,3481,2423.0,6.0,12.0,131.0,143.0,137.0,141.0,133.0,142.0,93.0,90.0,0.0,0.0,494.0,516.0,131,141,139,94.0,0.0,8,14,15.0,7.0,85.0,37.1,38.1
56,二五田大輔,大同特殊鋼レッドスター,11,50,13,57.0,26.0,2.0,45.6,2.0,8.0,6.0,1.0,75.0,1.0,0.08,23.0,0.0,2.0,7.0,5.4,50.0,21.0,8.0,50.0,2586,1923.0,1.0,14.0,102.0,123.0,100.0,121.0,98.0,117.0,41.0,50.0,12.0,15.0,353.0,426.0,113,116,111,50.0,13.0,3,15,15.0,3.0,27.0,42.1,62.5
57,二五田大輔,大同特殊鋼レッドスター,12,20,3,3.0,2.0,1.0,66.7,0.67,0.0,0.0,0.0,,0.0,0.0,4.0,1.0,0.0,0.0,25.0,4.0,2.0,1.0,62.5,1072,1496.0,3.0,3.0,54.0,50.0,44.0,45.0,44.0,50.0,46.0,39.0,0.0,0.0,188.0,184.0,54,46,47,41.0,0.0,4,4,4.0,4.0,3.0,33.3,
58,于垚辰,つくばユナイテッドSunGAIA,1,4,14,15.0,8.0,1.0,53.3,0.57,0.0,0.0,0.0,,3.0,0.21,31.0,3.0,3.0,5.0,11.3,2.0,0.0,0.0,0.0,2231,1711.0,2.0,10.0,90.0,90.0,76.0,100.0,86.0,101.0,60.0,53.0,15.0,12.0,327.0,356.0,93,97,109,62.0,17.0,4,11,3.0,12.0,14.0,46.7,
59,于垚辰,つくばユナイテッドSunGAIA,2,4,15,8.0,5.0,1.0,62.5,0.33,0.0,0.0,0.0,,4.0,0.27,23.0,0.0,4.0,6.0,2.2,0.0,0.0,0.0,,2315,1331.0,4.0,8.0,95.0,106.0,93.0,96.0,105.0,97.0,69.0,69.0,15.0,17.0,377.0,385.0,105,103,108,70.0,18.0,6,10,8.0,8.0,9.0,50.0,
60,于垚辰,つくばユナイテッドSunGAIA,11,6,21,15.0,10.0,2.0,66.7,0.48,0.0,0.0,0.0,,13.0,0.62,45.0,0.0,10.0,6.0,-2.2,1.0,1.0,0.0,100.0,3096,3101.0,11.0,7.0,139.0,140.0,127.0,137.0,141.0,123.0,96.0,91.0,15.0,13.0,518.0,504.0,146,139,140,100.0,16.0,13,10,8.0,15.0,23.0,53.3,
61,井上仁,ヴォレアス北海道,1,28,11,23.0,13.0,4.0,56.5,1.18,0.0,0.0,0.0,,8.0,0.73,40.0,1.0,5.0,12.0,6.9,9.0,5.0,2.0,66.7,2230,1770.0,12.0,0.0,88.0,92.0,107.0,89.0,98.0,89.0,75.0,64.0,0.0,0.0,368.0,334.0,87,100,101,75.0,0.0,12,3,15.0,0.0,22.0,39.1,
62,井上仁,ヴォレアス北海道,2,35,12,35.0,18.0,2.0,51.4,1.5,0.0,0.0,0.0,,8.0,0.67,46.0,1.0,5.0,12.0,6.0,0.0,0.0,0.0,,2905,3418.0,12.0,3.0,122.0,100.0,121.0,110.0,124.0,119.0,80.0,74.0,0.0,0.0,447.0,403.0,109,127,133,79.0,0.0,13,5,11.0,7.0,27.0,45.7,
63,井上仁,ヴォレアス北海道,11,42,19,50.0,30.0,2.0,60.0,1.58,0.0,0.0,0.0,,10.0,0.53,62.0,2.0,8.0,20.0,8.1,14.0,7.0,2.0,57.1,3088,3577.0,15.0,3.0,145.0,132.0,157.0,125.0,145.0,131.0,50.0,36.0,28.0,27.0,525.0,451.0,140,151,147,46.0,34.0,17,5,19.0,3.0,42.0,56.0,
64,井上仁,ヴォレアス北海道,12,14,9,28.0,18.0,1.0,64.3,2.0,0.0,0.0,0.0,,2.0,0.22,37.0,1.0,1.0,13.0,10.8,9.0,5.0,2.0,66.7,1068,920.0,5.0,1.0,47.0,42.0,46.0,44.0,50.0,41.0,45.0,39.0,15.0,10.0,203.0,176.0,45,46,49,45.0,14.0,6,3,4.0,5.0,21.0,60.7,
65,井山創太,きんでんトリニティーブリッツ,1,80,12,13.0,10.0,0.0,76.9,0.83,1.0,1.0,0.0,100.0,1.0,0.08,24.0,1.0,9.0,3.0,-2.1,34.0,15.0,9.0,57.4,2787,1999.0,6.0,9.0,121.0,125.0,109.0,115.0,105.0,118.0,94.0,95.0,26.0,27.0,455.0,480.0,122,109,113,94.0,31.0,9,12,9.0,12.0,12.0,76.9,100.0
